,name,cafeteria_id,category,portion_volume,portion_weight,calories,total_fat,saturated_fat,carbohydrate,sugar,protein,fiber,sodium,potassium,station,cholesterol,calcium,iron,vitamin_d,vitamin_c,vitamin_a,pk,school
161,Curried Cauliflower & Chickpeas,123375,vegetable,473.176,170.1,120,2.5,0.0,20.0,6.0,6.0,6.0,190,450.0,ROOTED,0.0,50.0,2.1,0.0,59.0,10.0,1161,10
162,Edamame,60967.2,vegetable,59.147,57.0,70,3,0.0,5.0,1.0,7.0,3.0,120,250.0,ROOTED,0.0,40.0,1.3,0.0,3.0,0.0,1162,10
163,Everything Fried Tofu,129401,protein,118.294,56.7,200,12,1.5,17.0,1.0,7.0,1.0,620,130.0,ROOTED,0.0,250.0,3.9,0.0,1.0,0.0,1163,10
164,Fried Wonton Strips,10820.1,grain,59.147,28.35,80,0,0.0,16.0,0.0,3.0,1.0,160,20.0,ROOTED,5.0,10.0,1.0,0.0,0.0,0.0,1164,10
165,Grilled Carrots with Harissa Seasoning,138566,vegetable,236.588,124.74,70,3,0.0,10.0,5.0,1.0,4.0,1080,290.0,ROOTED,0.0,40.0,1.2,0.0,3.0,0.0,1165,10
166,Kimchi,118394,vegetable,118.294,63.53,20,1,0.0,3.0,2.0,1.0,1.0,490,150.0,ROOTED,0.0,50.0,0.4,0.0,23.0,5.0,1166,10
167,Lemon Roasted Broccoli,123763.2,vegetable,236.588,113.4,280,27,4.0,8.0,2.0,3.0,3.0,500,370.0,ROOTED,0.0,60.0,1.0,0.0,102.0,0.0,1167,10
168,Lentil Dal with Coconut,22087.1,vegetable,118.294,154.61,160,7,0.5,19.0,2.0,7.0,4.0,170,190.0,ROOTED,0.0,40.0,5.0,0.0,4.0,15.0,1168,10
169,"Lentils with Kale, Mushrooms & Farro",24580.4,vegetable,118.294,125.52,140,3,0.0,23.0,1.0,6.0,3.0,210,160.0,ROOTED,0.0,60.0,1.6,5.0,13.0,0.0,1169,10
170,Marinara Sauce,103930,0,118.294,113.4,30,1,0.0,5.0,3.0,1.0,2.0,190,240.0,ROOTED,0.0,20.0,0.9,0.0,10.0,80.0,1170,10
171,Marinara Sauce,103930,0,118.294,113.4,30,1,0.0,5.0,3.0,1.0,2.0,190,240.0,ROOTED,0.0,30.0,1.1,0.0,13.0,100.0,1171,10
172,Meatless Meatloaf,23414.3,protein,473.176,235.47,240,13,4.0,17.0,6.0,15.0,4.0,410,600.0,ROOTED,0.0,100.0,4.0,0.0,16.0,20.0,1172,10
173,Penne with Marinara,2402.13,grain,473.176,344.7,180,4.5,0.0,30.0,10.0,8.0,9.0,160,790.0,ROOTED,0.0,110.0,3.3,0.0,51.0,170.0,1173,10
174,Portobello and White Bean Ragout,54590,protein,236.588,221.85,150,6,0.0,21.0,4.0,7.0,8.0,140,660.0,ROOTED,0.0,120.0,2.6,5.0,30.0,70.0,1174,10
175,Potatoes with Pesto,8968.5,grain,118.294,101.41,120,4.5,0.5,19.0,1.0,2.0,2.0,65,340.0,ROOTED,0.0,30.0,0.4,0.0,12.0,25.0,1175,10
176,"Red Curry, Sunflower Seed Sauce",24468.9,0,29.5735,25.53,50,3,0.0,5.0,3.0,1.0,0.0,210,90.0,ROOTED,0.0,10.0,0.3,0.0,1.0,50.0,1176,10
177,Roasted Eggplant,103399,vegetable,118.294,94.92,60,4.5,0.0,5.0,3.0,1.0,3.0,25,210.0,ROOTED,0.0,10.0,0.2,0.0,2.0,0.0,1177,10
178,Sauteed Kale,102648,vegetable,118.294,176.27,90,6,0.5,8.0,2.0,5.0,7.0,460,600.0,ROOTED,0.0,440.0,2.8,0.0,159.0,0.0,1178,10
179,Sautéed Spinach and Onion,8621.22,vegetable,118.294,113.4,70,5,0.0,5.0,1.0,3.0,3.0,320,660.0,ROOTED,0.0,120.0,3.2,0.0,33.0,15.0,1179,10
180,Seared Orange Sriracha Tofu,103647,protein,354.882,170.1,380,17,2.0,42.0,23.0,19.0,5.0,870,930.0,ROOTED,0.0,670.0,10.8,10.0,108.0,70.0,1180,10
181,Vegan Parmesan,140061,protein,29.5732,17.16,80,6,0.5,3.0,0.0,6.0,2.0,85,150.0,ROOTED,0.0,10.0,1.2,0.0,0.0,0.0,1181,10
182,Vegan Tofu Fried Rice,22160,grain,473.176,226.8,240,5,1.0,39.0,2.0,9.0,3.0,500,300.0,ROOTED,0.0,160.0,3.5,0.0,4.0,60.0,1182,10
183,Zucchini with Cherry Tomatoes,104007,vegetable,118.294,97.64,25,1,0.0,3.0,2.0,1.0,1.0,35,250.0,ROOTED,0.0,20.0,0.4,0.0,17.0,35.0,1183,10
184,Bayou Baked Beans,45858,protein,236.588,113.4,110,2,0.5,20.0,13.0,4.0,3.0,460,280.0,FLAME,5.0,30.0,0.9,0.0,6.0,30.0,1184,10
185,Grilled Vegetables,5294.1,vegetable,118.294,121.79,45,2.5,0.0,5.0,3.0,2.0,2.0,60,310.0,FLAME,0.0,0.0,0.0,0.0,0.0,0.0,1185,10
186,Lentil Sloppy Joe Filling,129137,protein,118.294,272.95,160,2.5,0.0,27.0,4.0,9.0,5.0,480,440.0,FLAME,0.0,30.0,2.9,0.0,8.0,30.0,1186,10
187,Potato Wedges,8414.39,grain,315.4506666666666,113.4,250,14,1.5,28.0,0.0,3.0,3.0,200,320.0,FLAME,5.0,0.0,0.5,0.0,0.0,0.0,1187,10
188,Potato Wedges,8414.39,grain,236.588,85.05,190,11,1.0,21.0,0.0,2.0,2.0,150,240.0,FLAME,5.0,0.0,0.4,0.0,0.0,0.0,1188,10
189,Pulled BBQ Chicken,114398,protein,118.294,84.2,100,2.5,1.0,2.0,2.0,18.0,0.0,200,220.0,FLAME,65.0,10.0,0.3,0.0,3.0,5.0,1189,10
190,Roasted Sweet Potatoes,103749,grain,118.294,123.51,180,9,0.5,24.0,7.0,2.0,4.0,70,550.0,FLAME,0.0,50.0,0.9,0.0,24.0,0.0,1190,10
191,Signature Mac & Cheese,103771,grain,118.294,76.82,140,10,6.0,8.0,3.0,5.0,0.0,310,90.0,FLAME,30.0,160.0,0.4,45.0,0.0,0.0,1191,10
192,Yucca con Mojo,22637,vegetable,118.294,107.71,130,3.5,0.0,26.0,2.0,2.0,2.0,115,230.0,FLAME,0.0,40.0,0.5,0.0,21.0,0.0,1192,10
193,Avocado and Grapefruit Salad,4792.1,vegetable,118.294,116.17,150,14,1.5,8.0,4.0,2.0,3.0,290,400.0,FYUL,0.0,40.0,1.0,0.0,25.0,0.0,1193,10
194,Avoiding Gluten Barilla Penne,50923.1,grain,118.294,45.36,70,0,0.0,16.0,0.0,1.0,0.0,0,0.0,FYUL,0.0,0.0,0.0,0.0,0.0,0.0,1194,10
195,Baharat Chicken Thigh,95398,protein,236.588,113.4,240,13,3.0,2.0,0.0,27.0,1.0,490,340.0,FYUL,145.0,30.0,1.9,10.0,0.0,0.0,1195,10
196,Baja Slaw with Mango,83792.1,vegetable,118.294,124.29,45,0,0.0,13.0,6.0,1.0,3.0,480,200.0,FYUL,0.0,40.0,0.7,0.0,53.0,0.0,1196,10
197,Baked Chicken,103954,protein,236.588,113.4,290,18,4.5,0.0,0.0,30.0,0.0,270,250.0,FYUL,95.0,20.0,1.4,0.0,0.0,0.0,1197,10
198,Balsamic Glazed Pork,33569.5,protein,236.588,140.98,260,19,5.0,2.0,2.0,22.0,0.0,520,510.0,FYUL,60.0,10.0,0.9,10.0,0.0,0.0,1198,10
199,Black Eyed Pea Salad,106421,vegetable,118.294,156.17,150,0.5,0.0,31.0,15.0,5.0,4.0,810,240.0,FYUL,0.0,30.0,1.2,0.0,6.0,5.0,1199,10
200,Broccoli and Mushroom Salad,8081.2,vegetable,118.294,124.81,45,0.5,0.0,8.0,3.0,3.0,2.0,210,380.0,FYUL,0.0,40.0,1.0,5.0,54.0,0.0,1200,10
201,Cajun Turkey Breast,138735,protein,236.588,85.05,110,3.5,1.0,5.0,3.0,17.0,1.0,1620,60.0,FYUL,50.0,30.0,1.5,0.0,0.0,15.0,1201,10
202,Cauliflower Rice Tabouleh,10514.6,grain,118.294,76.29,70,4,0.5,8.0,1.0,2.0,2.0,70,220.0,FYUL,0.0,30.0,1.4,0.0,23.0,5.0,1202,10
203,Charred Tomato and Green Bean Salad,62161,vegetable,118.294,113.4,50,3.5,0.5,4.0,2.0,1.0,1.0,400,140.0,FYUL,0.0,20.0,1.0,0.0,8.0,0.0,1203,10
204,Chicken Ratatouille,103998,protein,118.294,571.05,260,8,1.5,24.0,14.0,30.0,9.0,170,1360.0,FYUL,85.0,90.0,2.4,5.0,64.0,100.0,1204,10
205,Chopped Kale Salad with Beets,102405,vegetable,236.588,167.99,160,13,2.0,9.0,5.0,2.0,3.0,60,390.0,FYUL,0.0,110.0,1.2,0.0,42.0,0.0,1205,10
206,Cilantro Lime Brown Rice,102526,grain,118.294,177.91,220,1.5,0.0,45.0,0.0,5.0,3.0,10,160.0,FYUL,0.0,10.0,1.0,0.0,1.0,0.0,1206,10
207,Cilantro Rice,103448,grain,118.294,172.78,180,4,0.0,32.0,1.0,3.0,2.0,135,170.0,FYUL,0.0,20.0,0.6,0.0,4.0,0.0,1207,10
208,Citrus Salad,5070.1,vegetable,118.294,114.76,40,0,0.0,9.0,7.0,1.0,1.0,320,290.0,FYUL,0.0,40.0,1.0,0.0,36.0,0.0,1208,10
209,Cooked Tri Colored Quinoa,78758,vegetable,118.294,80.09,100,1,0.0,19.0,2.0,3.0,2.0,0,160.0,FYUL,0.0,10.0,1.2,0.0,0.0,0.0,1209,10
210,Corn Salad,9285.5,vegetable,118.294,118.69,90,3.5,0.0,14.0,4.0,2.0,2.0,280,250.0,FYUL,0.0,10.0,0.5,0.0,28.0,0.0,1210,10
211,"Cucumber, Tomato & Pepper Salad",35092.3,vegetable,118.294,138.52,100,9,1.5,5.0,3.0,1.0,1.0,60,240.0,FYUL,0.0,20.0,0.4,0.0,18.0,0.0,1211,10
212,Curried Quinoa and Mango Salad,117872,vegetable,118.294,164.82,140,2,0.0,26.0,6.0,5.0,4.0,240,300.0,FYUL,0.0,30.0,1.7,0.0,38.0,30.0,1212,10
213,Escabeche,45933,protein,118.294,102.62,25,0,0.0,4.0,2.0,1.0,1.0,210,150.0,FYUL,0.0,10.0,0.2,0.0,26.0,0.0,1213,10
214,Fresh Guacamole,15954.16,0,29.5732,25.92,35,3,0.0,2.0,0.0,0.0,1.0,20,110.0,FYUL,0.0,0.0,0.1,0.0,3.0,0.0,1214,10
215,Fresh Orange & Fennel Salad,102505,vegetable,118.294,279.78,120,2,0.0,27.0,18.0,3.0,7.0,55,730.0,FYUL,0.0,110.0,1.0,0.0,85.0,0.0,1215,10
216,Garlicky Chickpea Salad,1486.9,vegetable,118.294,102.07,140,10,1.0,10.0,2.0,3.0,3.0,80,150.0,FYUL,0.0,30.0,0.9,0.0,11.0,0.0,1216,10
217,Grilled Adobo Chicken,27441,protein,118.294,85.05,160,10,2.0,1.0,0.0,17.0,0.0,125,190.0,FYUL,90.0,10.0,0.9,5.0,1.0,0.0,1217,10
218,Grilled Pineapple,105204,vegetable,59.147,31.62,20,0.5,0.0,4.0,3.0,0.0,0.0,115,40.0,FYUL,0.0,0.0,0.1,0.0,15.0,0.0,1218,10
219,Herbed Cauliflower Rice,102055.1,grain,118.294,61.67,35,2.5,0.0,3.0,1.0,1.0,1.0,35,180.0,FYUL,0.0,20.0,0.4,0.0,29.0,0.0,1219,10
220,Honey Glazed Ham,725,protein,236.588,113.4,200,9,0.5,13.0,11.0,17.0,1.0,820,300.0,FYUL,60.0,30.0,1.1,30.0,5.0,0.0,1220,10
221,Italian Rubbed Chicken,2296,protein,118.294,85.05,200,12,3.0,0.0,0.0,23.0,0.0,70,190.0,FYUL,75.0,20.0,1.2,0.0,0.0,0.0,1221,10
222,Jasmine Rice,101498,grain,118.294,95.67,140,3,0.0,26.0,0.0,2.0,1.0,95,30.0,FYUL,0.0,0.0,1.4,0.0,0.0,0.0,1222,10
223,Kachumber Salad,120503,vegetable,118.294,100.56,35,0,0.0,8.0,6.0,1.0,1.0,760,170.0,FYUL,0.0,20.0,0.4,0.0,6.0,5.0,1223,10
224,Lentil and Scallion Salad,55837.1,vegetable,118.294,129.22,180,4,0.5,24.0,2.0,12.0,9.0,220,470.0,FYUL,5.0,30.0,4.0,0.0,3.0,10.0,1224,10
225,Marinated Vegetable Ribbons,63057,vegetable,59.147,27.98,5,0,0.0,1.0,1.0,0.0,0.0,30,70.0,FYUL,0.0,10.0,0.1,0.0,5.0,10.0,1225,10
226,Mediterranean Chopped Salad,10664.6,vegetable,118.294,96.18,35,2.5,0.0,4.0,2.0,1.0,1.0,30,170.0,FYUL,0.0,10.0,0.3,0.0,17.0,5.0,1226,10
227,Moroccan Chickpea Salad,35831.1,vegetable,118.294,91.05,90,1.5,0.0,16.0,5.0,4.0,4.0,135,230.0,FYUL,0.0,40.0,1.8,0.0,31.0,0.0,1227,10
228,Peas and Carrots,2070.6,vegetable,118.294,90.86,60,0,0.0,11.0,4.0,3.0,3.0,100,180.0,FYUL,0.0,30.0,0.9,0.0,8.0,230.0,1228,10
229,Pork Carnitas,102495,protein,118.294,209.35,340,19,7.0,3.0,1.0,37.0,1.0,400,500.0,FYUL,135.0,50.0,3.0,60.0,5.0,0.0,1229,10
230,Quinoa and Corn Salad,103446.3,vegetable,118.294,147.95,110,1.5,0.0,21.0,2.0,4.0,3.0,130,250.0,FYUL,0.0,20.0,1.2,0.0,5.0,15.0,1230,10
231,Quinoa Stuffing,8971,vegetable,118.294,118.22,110,3,0.0,18.0,7.0,3.0,2.0,200,280.0,FYUL,0.0,30.0,1.4,0.0,13.0,30.0,1231,10
232,Roast Beef,5912.12,protein,118.294,85.05,200,8,3.0,1.0,0.0,28.0,0.0,340,280.0,FYUL,75.0,10.0,2.8,5.0,2.0,0.0,1232,10
233,Roasted Broccoli,33992.71,vegetable,118.294,77.86,40,2,0.0,5.0,1.0,2.0,2.0,140,240.0,FYUL,0.0,40.0,0.6,0.0,67.0,0.0,1233,10
234,Roasted Carrots with Cumin & Mint,22663.6,vegetable,118.294,112.54,70,2,0.0,12.0,7.0,1.0,3.0,70,350.0,FYUL,0.0,40.0,0.7,0.0,8.0,0.0,1234,10
235,Roasted Cauliflower Garlic & Vinegar,94796.1,vegetable,236.588,113.4,120,11,1.5,6.0,2.0,2.0,2.0,95,310.0,FYUL,0.0,30.0,0.6,0.0,48.0,0.0,1235,10
236,Roasted Fennel Salad,35016.1,vegetable,709.764,418.7,240,15,1.5,25.0,13.0,6.0,8.0,420,1480.0,FYUL,0.0,150.0,2.5,5.0,41.0,0.0,1236,10
237,Roasted Red Potatoes,103800,grain,236.588,113.4,120,3,0.0,22.0,2.0,3.0,2.0,190,600.0,FYUL,0.0,10.0,0.8,0.0,14.0,0.0,1237,10
238,Roasted Red Potatoes,103800,grain,118.294,117.76,120,3,0.0,22.0,2.0,3.0,2.0,200,620.0,FYUL,0.0,10.0,0.8,0.0,15.0,0.0,1238,10
239,Roasted Sweet Potato Salad,84439,vegetable,118.294,120.45,110,3.5,0.0,18.0,6.0,2.0,3.0,490,280.0,FYUL,0.0,40.0,1.0,0.0,31.0,25.0,1239,10
240,Roasted Sweet Potatoes,103749,grain,118.294,123.51,180,9,0.5,24.0,7.0,2.0,4.0,70,550.0,FYUL,0.0,50.0,0.9,0.0,24.0,0.0,1240,10
241,Roasted Vegetable Mix,74515,vegetable,236.588,113.4,45,2.5,0.0,5.0,3.0,1.0,2.0,470,240.0,FYUL,0.0,20.0,0.4,0.0,41.0,10.0,1241,10
242,Roasted Vegetable Salad,17727.2,vegetable,118.294,56.51,15,0,0.0,3.0,2.0,1.0,1.0,95,110.0,FYUL,0.0,10.0,0.3,0.0,10.0,0.0,1242,10
243,Sautéed Green Beans Onions Tomatoes,102303,vegetable,118.294,113.73,80,6,0.0,8.0,3.0,2.0,3.0,240,160.0,FYUL,0.0,40.0,0.5,0.0,10.0,0.0,1243,10
244,Shredded Iceberg Lettuce,13404,vegetable,59.147,18.0,0,0,0.0,1.0,0.0,0.0,0.0,0,30.0,FYUL,0.0,0.0,0.1,0.0,1.0,0.0,1244,10
245,Smoked Carolina Ribs,105740,protein,118.294,113.4,600,44,16.0,9.0,5.0,42.0,2.0,1470,600.0,FYUL,170.0,100.0,4.3,150.0,0.0,0.0,1245,10
246,Southwest Beef Taco Meat,1529,protein,118.294,85.05,130,8,3.0,3.0,2.0,11.0,1.0,280,270.0,FYUL,35.0,20.0,1.8,0.0,4.0,0.0,1246,10
247,Spanish Rice,999.6,grain,118.294,105.22,110,2.5,0.0,19.0,2.0,2.0,2.0,75,180.0,FYUL,0.0,40.0,1.0,0.0,14.0,50.0,1247,10
248,Steak Fries,40429,grain,236.588,113.4,130,3,0.0,25.0,2.0,2.0,2.0,5,440.0,FYUL,0.0,10.0,0.5,0.0,15.0,0.0,1248,10
249,Steamed Corn Kernels,1120.4,vegetable,118.294,92.76,90,2.5,0.0,18.0,3.0,2.0,2.0,0,210.0,FYUL,0.0,0.0,0.4,0.0,3.0,0.0,1249,10
250,Stewed Pinto Beans with Tomatoes and Onions,104701.2,protein,118.294,104.14,70,1,0.0,12.0,1.0,4.0,4.0,370,230.0,FYUL,0.0,40.0,1.3,0.0,2.0,0.0,1250,10
251,Sweet Potato and Spinach Vindaloo,101976,grain,118.294,176.04,110,3.5,0.0,18.0,5.0,4.0,5.0,120,360.0,FYUL,0.0,70.0,2.2,0.0,18.0,30.0,1251,10
252,Tomato Herb Sauce,10632.5,0,118.294,124.34,70,5,0.0,6.0,3.0,1.0,2.0,105,240.0,FYUL,0.0,30.0,0.7,0.0,18.0,0.0,1252,10
253,Tuscan Vegetable,61318.4,vegetable,118.294,85.05,50,1,0.0,8.0,3.0,2.0,3.0,65,200.0,FYUL,0.0,30.0,0.9,0.0,38.0,15.0,1253,10
254,Vegetable Garden Salad,102330.1,vegetable,118.294,52.83,30,2,0.0,3.0,1.0,1.0,1.0,25,120.0,FYUL,0.0,10.0,0.2,0.0,14.0,0.0,1254,10
255,Whole Baby Carrots,1522.3,vegetable,118.294,91.08,35,0.5,0.0,7.0,4.0,1.0,3.0,190,170.0,FYUL,0.0,30.0,0.5,0.0,2.0,0.0,1255,10
256,Shrimp and Sausage Jambalaya,45381.1,protein,709.764,402.42,440,16,5.0,52.0,3.0,22.0,4.0,640,410.0,HOMESTYLE,105.0,80.0,2.7,0.0,16.0,70.0,1256,10
257,Baked Ziti with Turkey Meat Sauce,3555.17,grain,473.176,226.8,300,11,4.5,32.0,3.0,18.0,3.0,290,270.0,HOMESTYLE,45.0,170.0,2.3,5.0,9.0,60.0,1257,10
258,Basmati Rice with Peas,38405.2,grain,118.294,72.77,100,0,0.0,21.0,1.0,3.0,1.0,65,50.0,HOMESTYLE,0.0,10.0,1.3,0.0,2.0,80.0,1258,10
259,Broccoli Rabe,103495,vegetable,236.588,113.4,25,0.5,0.0,3.0,0.0,4.0,3.0,190,220.0,HOMESTYLE,0.0,120.0,2.4,0.0,23.0,0.0,1259,10
260,Brown Rice,16861.2,grain,118.294,115.74,120,2,0.0,24.0,0.0,2.0,1.0,5,90.0,HOMESTYLE,0.0,10.0,0.4,0.0,0.0,0.0,1260,10
261,Butter Beans with Bacon & Arugula,17949,protein,118.294,121.21,140,1,0.0,24.0,3.0,9.0,7.0,135,670.0,HOMESTYLE,5.0,40.0,2.9,0.0,0.0,0.0,1261,10
262,Caribbean Beans and Rice,16189.2,grain,118.294,255.9,280,6,0.5,49.0,4.0,6.0,4.0,440,250.0,HOMESTYLE,0.0,40.0,2.8,0.0,20.0,0.0,1262,10
263,Carrots and Cauliflower,5859.11,vegetable,118.294,113.4,120,6,0.5,15.0,6.0,4.0,5.0,330,690.0,HOMESTYLE,0.0,60.0,0.9,0.0,81.0,0.0,1263,10
264,Carrots with Ginger,103607,vegetable,118.294,130.79,70,2.5,1.5,13.0,6.0,1.0,3.0,270,390.0,HOMESTYLE,5.0,40.0,0.4,0.0,11.0,5.0,1264,10
265,Chana Dal,106472,vegetable,118.294,139.62,270,10,2.0,37.0,8.0,11.0,7.0,200,190.0,HOMESTYLE,5.0,80.0,3.9,0.0,13.0,0.0,1265,10
266,Charro Beans,108470,protein,118.294,191.13,180,4.5,1.5,23.0,2.0,11.0,6.0,320,590.0,HOMESTYLE,10.0,50.0,1.9,0.0,8.0,0.0,1266,10
267,Cheesy Potato Casserole,38115,grain,118.294,120.95,200,12,7.0,14.0,1.0,8.0,1.0,300,250.0,HOMESTYLE,35.0,220.0,0.1,5.0,4.0,0.0,1267,10
268,"Chili Roasted Chayote, Zucchini",36567,grain,118.294,105.34,40,2,0.0,6.0,3.0,1.0,2.0,65,230.0,HOMESTYLE,0.0,20.0,0.7,0.0,13.0,0.0,1268,10
269,Chipotle Pinto Beans,102498,protein,118.294,349.97,240,1.5,0.0,45.0,3.0,13.0,14.0,620,820.0,HOMESTYLE,0.0,140.0,4.3,0.0,6.0,0.0,1269,10
270,Churrasco Pork,103695,protein,236.588,113.4,280,18,6.0,1.0,0.0,28.0,0.0,150,360.0,HOMESTYLE,105.0,40.0,2.4,45.0,3.0,0.0,1270,10
271,Coconut and Pineapple Rice,106596,grain,236.588,113.4,270,11,9.0,39.0,6.0,5.0,3.0,420,360.0,HOMESTYLE,0.0,70.0,2.2,0.0,10.0,10.0,1271,10
272,Creamed Corn and Scallion Pudding,97644,vegetable,118.294,110.99,140,9,4.5,12.0,4.0,4.0,2.0,550,190.0,HOMESTYLE,85.0,40.0,0.7,15.0,6.0,50.0,1272,10
273,Creole Peas,3587,vegetable,118.294,104.31,80,4,2.0,7.0,3.0,4.0,3.0,230,150.0,HOMESTYLE,25.0,50.0,0.9,5.0,13.0,160.0,1273,10
274,Fried Breaded Okra,518.1,vegetable,236.588,85.05,160,8,0.5,19.0,2.0,3.0,1.0,320,110.0,HOMESTYLE,0.0,40.0,0.9,0.0,3.0,0.0,1274,10
275,Herb Citrus Chicken,84777.26,protein,118.294,85.05,240,15,3.5,1.0,0.0,24.0,0.0,1190,210.0,HOMESTYLE,80.0,20.0,1.2,0.0,2.0,0.0,1275,10
276,Italian Spiced Zucchini,5360.7,vegetable,118.294,96.18,50,3.5,0.5,3.0,2.0,2.0,1.0,85,240.0,HOMESTYLE,5.0,40.0,0.4,0.0,16.0,35.0,1276,10
277,Jerk Tofu Steak with Mango Salsa,103406,protein,354.882,178.82,270,17,2.0,14.0,8.0,20.0,4.0,870,360.0,HOMESTYLE,0.0,800.0,4.3,0.0,27.0,45.0,1277,10
278,Lemon & Parsley Roasted Cauliflower,14455,vegetable,118.294,73.55,70,6,0.0,3.0,1.0,1.0,1.0,135,200.0,HOMESTYLE,0.0,20.0,0.3,0.0,34.0,0.0,1278,10
279,Mashed Potatoes,103326,grain,118.294,138.2,170,8,3.5,24.0,2.0,3.0,2.0,170,400.0,HOMESTYLE,15.0,30.0,0.4,0.0,10.0,0.0,1279,10
280,Meatloaf,142272,protein,236.588,141.75,290,15,6.0,15.0,8.0,22.0,1.0,620,400.0,HOMESTYLE,65.0,100.0,2.8,10.0,22.0,20.0,1280,10
281,Mojo Chicken Thigh with Yucca,138913,protein,236.588,113.4,690,29,4.5,83.0,15.0,25.0,5.0,880,950.0,HOMESTYLE,115.0,80.0,1.8,5.0,42.0,0.0,1281,10
282,Penne Pasta,12946,grain,118.294,56.7,90,0.5,0.0,17.0,0.0,3.0,1.0,75,20.0,HOMESTYLE,0.0,0.0,0.7,0.0,0.0,0.0,1282,10
283,Red Curry Grilled Chicken Breast,117901,protein,236.588,127.88,190,6,1.5,2.0,1.0,32.0,0.0,240,390.0,HOMESTYLE,110.0,10.0,0.7,0.0,10.0,10.0,1283,10
284,Rice and Peas Curry,1514,vegetable,354.882,171.54,190,3.5,0.0,35.0,2.0,4.0,2.0,125,160.0,HOMESTYLE,0.0,50.0,1.8,0.0,9.0,100.0,1284,10
285,Rigatoni Mezzi with Italian Sausage,66723,protein,354.882,170.1,300,18,9.0,25.0,3.0,10.0,2.0,340,240.0,HOMESTYLE,50.0,80.0,1.4,25.0,7.0,0.0,1285,10
286,Roasted Brussels Sprouts,33992.64,vegetable,236.588,155.56,90,4.5,0.5,11.0,3.0,4.0,4.0,220,480.0,HOMESTYLE,0.0,60.0,1.9,0.0,94.0,0.0,1286,10
287,Roasted Cauliflower,102530,vegetable,118.294,114.46,30,0,0.0,6.0,2.0,2.0,2.0,220,340.0,HOMESTYLE,0.0,30.0,0.5,0.0,55.0,0.0,1287,10
288,Roasted Corn,102289,vegetable,118.294,126.47,110,3,0.0,20.0,4.0,3.0,3.0,750,300.0,HOMESTYLE,0.0,30.0,1.4,0.0,25.0,10.0,1288,10
289,Sautéed Green Beans Onions Tomatoes,102303,vegetable,236.588,113.4,80,6,0.0,8.0,3.0,2.0,3.0,230,160.0,HOMESTYLE,0.0,40.0,0.5,0.0,10.0,0.0,1289,10
290,Sauteed Spinach,8621,vegetable,118.294,97.33,50,3.5,0.0,4.0,1.0,3.0,2.0,230,500.0,HOMESTYLE,0.0,90.0,2.4,0.0,25.0,0.0,1290,10
291,Sauteed Squash,103200,vegetable,118.294,139.95,50,3,0.0,5.0,4.0,2.0,1.0,100,330.0,HOMESTYLE,0.0,30.0,0.6,0.0,26.0,25.0,1291,10
292,Sesame Broccoli,102370,vegetable,118.294,104.36,90,7,1.0,7.0,2.0,3.0,3.0,210,340.0,HOMESTYLE,0.0,60.0,0.9,0.0,81.0,0.0,1292,10
293,Sesame Brown Rice,102562,grain,118.294,125.71,130,2.5,0.0,24.0,0.0,3.0,1.0,95,110.0,HOMESTYLE,0.0,10.0,0.6,0.0,0.0,0.0,1293,10
294,Signature Mac & Cheese,103771,grain,118.294,76.82,140,10,6.0,8.0,3.0,5.0,0.0,310,90.0,HOMESTYLE,30.0,160.0,0.4,45.0,0.0,0.0,1294,10
295,Sour Cream,1105,0,29.5732,28.75,60,6,3.0,1.0,1.0,1.0,0.0,10,40.0,HOMESTYLE,15.0,30.0,0.0,0.0,0.0,0.0,1295,10
296,Steamed Broccoli,103333,vegetable,118.294,68.45,25,0,0.0,5.0,1.0,2.0,2.0,140,220.0,HOMESTYLE,0.0,30.0,0.5,0.0,61.0,0.0,1296,10
297,Sweet Potatoes,6938.3,grain,118.294,126.17,150,4.5,2.5,26.0,12.0,3.0,3.0,390,510.0,HOMESTYLE,10.0,60.0,0.7,5.0,20.0,5.0,1297,10
298,Tandoori Chicken Thighs,16856.14,protein,236.588,113.4,190,9,2.5,3.0,1.0,24.0,1.0,130,330.0,HOMESTYLE,125.0,50.0,1.5,5.0,0.0,0.0,1298,10
299,Tofu Curry,13417,protein,354.882,170.1,150,10,4.0,11.0,3.0,8.0,2.0,390,350.0,HOMESTYLE,0.0,300.0,5.2,10.0,5.0,5.0,1299,10
300,Tofu Vegetable Coconut Curry and Rice,102608,protein,118.294,124.34,100,5,1.5,11.0,2.0,4.0,2.0,170,190.0,HOMESTYLE,0.0,100.0,1.8,0.0,5.0,5.0,1300,10
301,Vegetable Lo Mein,102070,grain,118.294,255.82,240,6,0.5,39.0,6.0,7.0,4.0,550,410.0,HOMESTYLE,0.0,40.0,2.0,0.0,33.0,20.0,1301,10
302,Vegetable Medley,103782,vegetable,236.588,113.4,50,2.5,0.0,7.0,3.0,2.0,2.0,125,330.0,HOMESTYLE,0.0,40.0,0.7,0.0,39.0,0.0,1302,10
303,Yellow Squash with Red Onions,3407,vegetable,118.294,111.28,45,2,0.0,6.0,4.0,1.0,1.0,0,220.0,HOMESTYLE,0.0,20.0,0.5,0.0,18.0,0.0,1303,10
304,Basmati Rice with Peas,38405,grain,118.294,75.42,100,0,0.0,21.0,1.0,3.0,1.0,35,50.0,ROOTED,0.0,10.0,1.3,0.0,2.0,80.0,1304,10
